,net_name,train_type,net_number,stimulus,set_size,target_condition,accuracy,hit_rate,false_alarm_rate,d_prime
0,alexnet,finetune,0,2_v_5,1,present,0.95,,,
1,alexnet,finetune,0,2_v_5,2,present,0.69,,,
2,alexnet,finetune,0,2_v_5,4,present,0.48,,,
3,alexnet,finetune,0,2_v_5,8,present,0.43,,,
4,alexnet,finetune,0,2_v_5,1,absent,1.0,,,
5,alexnet,finetune,0,2_v_5,2,absent,0.88,,,
6,alexnet,finetune,0,2_v_5,4,absent,0.79,,,
7,alexnet,finetune,0,2_v_5,8,absent,0.75,,,
8,alexnet,finetune,0,2_v_5,1,both,0.975,0.9947368421052631,0.047619047619047616,4.226433920933847
9,alexnet,finetune,0,2_v_5,2,both,0.785,0.8518518518518519,0.2605042016806723,1.6862005504980329
10,alexnet,finetune,0,2_v_5,4,both,0.635,0.6956521739130435,0.3969465648854962,0.7731947629511358
11,alexnet,finetune,0,2_v_5,8,both,0.59,0.6323529411764706,0.4318181818181818,0.5098387464417189
12,alexnet,finetune,1,2_v_5,1,present,0.99,,,
13,alexnet,finetune,1,2_v_5,2,present,0.8,,,
14,alexnet,finetune,1,2_v_5,4,present,0.64,,,
15,alexnet,finetune,1,2_v_5,8,present,0.56,,,
16,alexnet,finetune,1,2_v_5,1,absent,0.99,,,
17,alexnet,finetune,1,2_v_5,2,absent,0.85,,,
18,alexnet,finetune,1,2_v_5,4,absent,0.67,,,
19,alexnet,finetune,1,2_v_5,8,absent,0.52,,,
20,alexnet,finetune,1,2_v_5,1,both,0.99,0.99,0.01,4.6526957480816815
21,alexnet,finetune,1,2_v_5,2,both,0.825,0.8421052631578947,0.19047619047619047,1.8792908169093745
22,alexnet,finetune,1,2_v_5,4,both,0.655,0.6597938144329897,0.34951456310679613,0.7985318531366067
23,alexnet,finetune,1,2_v_5,8,both,0.54,0.5384615384615384,0.4583333333333333,0.2011920709037145
24,alexnet,finetune,2,2_v_5,1,present,0.98,,,
25,alexnet,finetune,2,2_v_5,2,present,0.84,,,
26,alexnet,finetune,2,2_v_5,4,present,0.66,,,
27,alexnet,finetune,2,2_v_5,8,present,0.72,,,
28,alexnet,finetune,2,2_v_5,1,absent,1.0,,,
29,alexnet,finetune,2,2_v_5,2,absent,0.87,,,
30,alexnet,finetune,2,2_v_5,4,absent,0.62,,,
31,alexnet,finetune,2,2_v_5,8,absent,0.63,,,
32,alexnet,finetune,2,2_v_5,1,both,0.99,0.9948979591836735,0.0196078431372549,4.63075222854786
33,alexnet,finetune,2,2_v_5,2,both,0.855,0.865979381443299,0.1553398058252427,2.12138167909199
34,alexnet,finetune,2,2_v_5,4,both,0.64,0.6346153846153846,0.3541666666666667,0.718197873080739
35,alexnet,finetune,2,2_v_5,8,both,0.675,0.6605504587155964,0.3076923076923077,0.916368120314756
36,alexnet,finetune,3,2_v_5,1,present,0.99,,,
37,alexnet,finetune,3,2_v_5,2,present,0.87,,,
38,alexnet,finetune,3,2_v_5,4,present,0.7,,,
39,alexnet,finetune,3,2_v_5,8,present,0.69,,,
40,alexnet,finetune,3,2_v_5,1,absent,0.99,,,
41,alexnet,finetune,3,2_v_5,2,absent,0.82,,,
42,alexnet,finetune,3,2_v_5,4,absent,0.55,,,
43,alexnet,finetune,3,2_v_5,8,absent,0.56,,,
44,alexnet,finetune,3,2_v_5,1,both,0.99,0.99,0.01,4.6526957480816815
45,alexnet,finetune,3,2_v_5,2,both,0.845,0.8285714285714286,0.1368421052631579,2.0431526207027066
46,alexnet,finetune,3,2_v_5,4,both,0.625,0.6086956521739131,0.35294117647058826,0.6533130069365138
47,alexnet,finetune,3,2_v_5,8,both,0.625,0.6106194690265486,0.3563218390804598,0.6492418271819523
48,alexnet,finetune,4,2_v_5,1,present,0.99,,,
49,alexnet,finetune,4,2_v_5,2,present,0.79,,,
50,alexnet,finetune,4,2_v_5,4,present,0.56,,,
51,alexnet,finetune,4,2_v_5,8,present,0.55,,,
52,alexnet,finetune,4,2_v_5,1,absent,1.0,,,
53,alexnet,finetune,4,2_v_5,2,absent,0.82,,,
54,alexnet,finetune,4,2_v_5,4,absent,0.69,,,
55,alexnet,finetune,4,2_v_5,8,absent,0.62,,,
56,alexnet,finetune,4,2_v_5,1,both,0.995,0.9949494949494949,0.009900990099009901,4.902431033730798
57,alexnet,finetune,4,2_v_5,2,both,0.805,0.8144329896907216,0.20388349514563106,1.7221808199792985
58,alexnet,finetune,4,2_v_5,4,both,0.625,0.6436781609195402,0.3893805309734513,0.6492418271819524
59,alexnet,finetune,4,2_v_5,8,both,0.585,0.5913978494623656,0.4205607476635514,0.4316013994862049
60,alexnet,finetune,0,RVvGV,1,present,1.0,,,
61,alexnet,finetune,0,RVvGV,2,present,1.0,,,
62,alexnet,finetune,0,RVvGV,4,present,1.0,,,
63,alexnet,finetune,0,RVvGV,8,present,0.92,,,
64,alexnet,finetune,0,RVvGV,1,absent,1.0,,,
65,alexnet,finetune,0,RVvGV,2,absent,1.0,,,
66,alexnet,finetune,0,RVvGV,4,absent,1.0,,,
67,alexnet,finetune,0,RVvGV,8,absent,1.0,,,
68,alexnet,finetune,0,RVvGV,1,both,1.0,0.995,0.005,5.151658607097801
69,alexnet,finetune,0,RVvGV,2,both,1.0,0.995,0.005,5.151658607097801
70,alexnet,finetune,0,RVvGV,4,both,1.0,0.995,0.005,5.151658607097801
71,alexnet,finetune,0,RVvGV,8,both,0.96,0.9945652173913043,0.07407407407407407,3.992968020226252
72,alexnet,finetune,1,RVvGV,1,present,1.0,,,
73,alexnet,finetune,1,RVvGV,2,present,1.0,,,
74,alexnet,finetune,1,RVvGV,4,present,0.98,,,
75,alexnet,finetune,1,RVvGV,8,present,0.9,,,
76,alexnet,finetune,1,RVvGV,1,absent,1.0,,,
77,alexnet,finetune,1,RVvGV,2,absent,1.0,,,
78,alexnet,finetune,1,RVvGV,4,absent,1.0,,,
79,alexnet,finetune,1,RVvGV,8,absent,1.0,,,
80,alexnet,finetune,1,RVvGV,1,both,1.0,0.995,0.005,5.151658607097801
81,alexnet,finetune,1,RVvGV,2,both,1.0,0.995,0.005,5.151658607097801
82,alexnet,finetune,1,RVvGV,4,both,0.99,0.9948979591836735,0.0196078431372549,4.63075222854786
83,alexnet,finetune,1,RVvGV,8,both,0.95,0.9944444444444445,0.09090909090909091,3.8743625497702503
84,alexnet,finetune,2,RVvGV,1,present,1.0,,,
